Unnamed: 0,Report ID,Arrest Date,Time,Area ID,Area Name,Reporting District,Age,Sex Code,Descent Code,Charge Group Code,Charge Group Description,Arrest Type Code,Charge,Charge Description,Address,Cross Street,Location,latitude,longitude,marijuana_related
1096411,4542783,2016-01-05,1820.0,11,Northeast,1136,20,M,O,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,SENELA,DOVER,"['34.118', '-118.2184']",34.118,-118.2184,transport/sell/furnish/etc marijuana
1096418,4544416,2016-01-07,1300.0,5,Harbor,557,17,M,W,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,GRAND                        AV,5TH                          ST,"['33.7397', '-118.2901']",33.7397,-118.2901,possession marijuana for sale
1096488,4540712,2016-01-03,30.0,6,Hollywood,636,29,M,H,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,CHEROKEE,HOLLYWOOD,"['34.1016', '-118.3348']",34.1016,-118.3348,transport/sell/furnish/etc marijuana
1096598,4542779,2016-01-05,1630.0,16,Foothill,1684,27,M,W,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,8200    LANKERSHIM                   BL,,"['34.2166', '-118.3919']",34.2166,-118.3919,possession marijuana for sale
1096688,4543665,2016-01-06,1315.0,11,Northeast,1183,20,M,H,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,1700    GLENDALE                     BL,,"['34.0858', '-118.2599']",34.0858,-118.2599,transport/sell/furnish/etc marijuana
1096741,4542737,2016-01-05,1730.0,1,Central,155,35,M,B,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,5TH                          ST,WALL                         ST,"['34.0449', '-118.2458']",34.0449,-118.2458,transport/sell/furnish/etc marijuana
1096807,4546416,2016-01-09,1430.0,3,Southwest,392,23,M,B,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,4700    CRENSHAW                     BL,,"['34.001', '-118.3308']",34.001,-118.3308,transport/sell/furnish/etc marijuana
1096881,4546433,2016-01-09,1700.0,13,Newton,1324,29,F,W,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,1400 E  23RD                         ST,,"['34.0194', '-118.2512']",34.0194,-118.2512,possession marijuana for sale
1096968,4548891,2016-01-12,1300.0,10,West Valley,1035,17,M,H,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,KITTRIDGE,RESEDA,"['34.1905', '-118.536']",34.1905,-118.536,possession marijuana for sale
1097059,4546450,2016-01-09,1740.0,3,Southwest,396,25,M,H,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,VERNON                       AV,HOOVER                       BL,"['34.0037', '-118.2878']",34.0037,-118.2878,possession marijuana for sale
1097094,4545235,2016-01-08,840.0,1,Central,111,37,M,H,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,ARCADIA,SPRING,"['34.0565', '-118.2411']",34.0565,-118.2411,transport/sell/furnish/etc marijuana
1097303,4545753,2016-01-08,2050.0,6,Hollywood,642,34,M,W,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,7700 W  SUNSET                       BL,,"['34.0981', '-118.3572']",34.0981,-118.3572,possession marijuana for sale
1097325,4548962,2016-01-12,1510.0,11,Northeast,1119,26,M,H,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,HIGHLAND VIEW,COLORADO,"['34.1348', '-118.1928']",34.1348,-118.1928,transport/sell/furnish/etc marijuana
1097864,4548180,2016-01-11,1600.0,6,Hollywood,646,37,M,H,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,1600    CHEROKEE                     ST,,"['34.0997', '-118.335']",34.0997,-118.335,possession marijuana for sale
1097869,4545514,2016-01-08,1420.0,4,Hollenbeck,438,40,M,H,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,DEL PASO,CATALPA,"['34.0757', '-118.1711']",34.0757,-118.1711,possession marijuana for sale
1097947,4544710,2016-01-07,1830.0,19,Mission,1905,24,M,H,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,14000    FOOTHILL                     BL,,"['34.3155', '-118.4343']",34.3155,-118.4343,possession marijuana for sale
1098046,4548194,2016-01-11,1600.0,6,Hollywood,646,21,M,H,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,1600    CHEROKEE                     ST,,"['34.0997', '-118.335']",34.0997,-118.335,possession marijuana for sale
1098129,4546387,2016-01-09,1430.0,3,Southwest,392,28,M,B,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,4700    CRENSHAW                     BL,,"['34.001', '-118.3308']",34.001,-118.3308,transport/sell/furnish/etc marijuana
1098207,4555591,2016-01-19,1515.0,15,N Hollywood,1596,59,F,O,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,11400    VENTURA                      BL,,"['34.1399', '-118.3789']",34.1399,-118.3789,possession marijuana for sale
1098215,4554666,2016-01-18,1910.0,9,Van Nuys,948,21,M,O,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,13300    BURBANK                      BL,,"['34.1722', '-118.4225']",34.1722,-118.4225,possession marijuana for sale
1098247,4552065,2016-01-15,1455.0,3,Southwest,392,25,M,B,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,4400    CRENSHAW                     BL,,"['34.0036', '-118.3319']",34.0036,-118.3319,transport/sell/furnish/etc marijuana
1098303,4554659,2016-01-18,1910.0,9,Van Nuys,948,23,M,O,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,13300    BURBANK                      BL,,"['34.1722', '-118.4225']",34.1722,-118.4225,possession marijuana for sale
1098320,4555662,2016-01-19,1400.0,10,West Valley,1018,41,M,W,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,15700    STAGG                        ST,,"['34.2121', '-118.4749']",34.2121,-118.4749,possession marijuana for sale
1098347,4555680,2016-01-19,1400.0,10,West Valley,1018,58,M,W,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,15700    STAGG                        ST,,"['34.2121', '-118.4749']",34.2121,-118.4749,possession marijuana for sale
1098436,4551495,2016-01-14,1645.0,14,Pacific,1488,29,M,O,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,8600    BELLANCA                     AV,,"['33.9599', '-118.3805']",33.9599,-118.3805,possession marijuana for sale
1098489,4554669,2016-01-18,1910.0,9,Van Nuys,948,29,M,O,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,13300    BURBANK                      BL,,"['34.1722', '-118.4225']",34.1722,-118.4225,possession marijuana for sale
1098543,4551974,2016-01-15,1455.0,1,Central,153,53,M,B,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,5TH                          ST,HILL                         ST,"['34.0488', '-118.2518']",34.0488,-118.2518,transport/sell/furnish/etc marijuana
1098661,4554553,2016-01-18,1445.0,6,Hollywood,636,25,M,B,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,WHITLEY,HOLLYWOOD                    BL,"['34.1016', '-118.3333']",34.1016,-118.3333,transport/sell/furnish/etc marijuana
1098710,4551273,2016-01-14,1730.0,3,Southwest,393,22,M,O,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,4000    CRENSHAW                     BL,,"['34.0039', '-118.3323']",34.0039,-118.3323,transport/sell/furnish/etc marijuana
1098842,4554663,2016-01-18,1910.0,9,Van Nuys,948,55,M,O,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,13300    BURBANK                      BL,,"['34.1722', '-118.4225']",34.1722,-118.4225,possession marijuana for sale
1098857,4552080,2016-01-15,1500.0,3,Southwest,392,33,M,B,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,4400    CRENSHAW                     BL,,"['34.0036', '-118.3319']",34.0036,-118.3319,transport/sell/furnish/etc marijuana
1098993,4554529,2016-01-18,1440.0,6,Hollywood,636,30,M,B,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,WHITLEY                      ST,HOLLYWOOD                    ST,"['34.1016', '-118.3333']",34.1016,-118.3333,possession marijuana for sale
1099070,4555633,2016-01-19,1400.0,10,West Valley,1018,44,M,W,16.0,Narcotic Drug Laws,F,11358HS,unlawfully plant/cultivate/etc marijuana,15700    STAGG                        ST,,"['34.2121', '-118.4749']",34.2121,-118.4749,unlawfully plant/cultivate/etc marijuana
1099221,4555095,2016-01-19,910.0,18,Southeast,1834,23,M,B,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,10700    STANFORD                     AV,,"['33.9393', '-118.263']",33.9393,-118.263,possession marijuana for sale
1099225,4552069,2016-01-15,1505.0,3,Southwest,392,26,M,B,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,4400    CRENSHAW                     BL,,"['34.0036', '-118.3319']",34.0036,-118.3319,transport/sell/furnish/etc marijuana
1099271,4555802,2016-01-19,2050.0,18,Southeast,1821,23,M,H,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,104TH                        PL,VERMONT                      AV,"['33.9423', '-118.2916']",33.9423,-118.2916,possession marijuana for sale
1099334,4555823,2016-01-19,1740.0,5,Harbor,529,28,M,W,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,600 N  AVALON                       BL,,"['33.7771', '-118.2622']",33.7771,-118.2622,possession marijuana for sale
1099343,4555771,2016-01-19,1740.0,5,Harbor,529,22,F,W,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,600 N  AVALON                       BL,,"['33.7771', '-118.2622']",33.7771,-118.2622,possession marijuana for sale
1099397,4551442,2016-01-14,2350.0,12,77th Street,1215,53,M,B,16.0,Narcotic Drug Laws,M,23222(B)VC,possess of marijuana while driving veh,5400 S  NORMANDIE                    AV,,"['33.9932', '-118.3002']",33.9932,-118.3002,possess of marijuana while driving veh
1099428,4554566,2016-01-18,1440.0,6,Hollywood,636,24,M,B,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,1700    WHITLEY                      AV,,"['34.1016', '-118.3333']",34.1016,-118.3333,transport/sell/furnish/etc marijuana
1099452,4555782,2016-01-19,1740.0,5,Harbor,529,21,M,W,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,G                            ST,AVALON                       BL,"['33.7786', '-118.2617']",33.7786,-118.2617,possession marijuana for sale
1099458,4551337,2016-01-14,1935.0,14,Pacific,1488,48,M,W,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,8600    BELLANCA                     AV,,"['33.9599', '-118.3805']",33.9599,-118.3805,possession marijuana for sale
1099460,4551314,2016-01-14,1730.0,3,Southwest,393,20,M,O,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,4000    CRENSHAW                     BL,,"['34.0039', '-118.3323']",34.0039,-118.3323,transport/sell/furnish/etc marijuana
1099471,4552768,2016-01-15,2240.0,4,Hollenbeck,443,19,M,H,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,LANCASTER,MURCHISON,"['34.0609', '-118.2052']",34.0609,-118.2052,possession marijuana for sale
1099547,4555678,2016-01-19,1400.0,10,West Valley,1018,63,M,O,16.0,Narcotic Drug Laws,F,11358HS,unlawfully plant/cultivate/etc marijuana,15700    STAGG                        ST,,"['34.2121', '-118.4749']",34.2121,-118.4749,unlawfully plant/cultivate/etc marijuana
1099989,4559752,2016-01-23,1145.0,2,Rampart,235,33,M,W,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,3RD                          ST,ALVARADO                     ST,"['34.063', '-118.2727']",34.063,-118.2727,possession marijuana for sale
1099997,4559115,2016-01-22,2030.0,21,Topanga,2159,33,M,O,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,19900    FRIAR                        ST,,"['34.1857', '-118.5637']",34.1857,-118.5637,possession marijuana for sale
1100149,4557664,2016-01-21,1400.0,1,Central,192,44,M,O,16.0,Narcotic Drug Laws,F,11358HS,unlawfully plant/cultivate/etc marijuana,1400 S  FLOWER                       ST,,"['34.0388', '-118.2676']",34.0388,-118.2676,unlawfully plant/cultivate/etc marijuana
1100157,4557815,2016-01-21,1345.0,8,West LA,857,34,M,H,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,1100 S  BEVERLY                      DR,,"['34.0531', '-118.3941']",34.0531,-118.3941,possession marijuana for sale
1100250,4560101,2016-01-23,2340.0,1,Central,156,53,F,H,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,SAN JULIAN,5TH,"['34.0428', '-118.2461']",34.0428,-118.2461,possession marijuana for sale
1100253,4559673,2016-01-23,1325.0,6,Hollywood,666,22,M,B,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,VINE,FOUNTAIN,"['34.0944', '-118.3266']",34.0944,-118.3266,transport/sell/furnish/etc marijuana
1100347,4557796,2016-01-21,1345.0,8,West LA,857,26,M,O,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,1100 S  BEVERLY                      DR,,"['34.0531', '-118.3941']",34.0531,-118.3941,possession marijuana for sale
1100444,4560522,2016-01-24,1910.0,1,Central,166,32,M,W,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,400 E  7TH                          ST,,"['34.0421', '-118.2469']",34.0421,-118.2469,possession marijuana for sale
1100452,4557672,2016-01-21,1400.0,1,Central,192,41,F,O,16.0,Narcotic Drug Laws,F,11358HS,unlawfully plant/cultivate/etc marijuana,190TH,WESTERN,"['34.0363', '-118.2672']",34.0363,-118.2672,unlawfully plant/cultivate/etc marijuana
1100492,4560482,2016-01-24,1615.0,20,Olympic,2073,33,M,B,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,WESTERN,VENICE,"['34.0436', '-118.309']",34.0436,-118.309,transport/sell/furnish/etc marijuana
1100515,4558819,2016-01-22,1650.0,13,Newton,1324,33,M,B,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,HOOPER                       BL,25TH                         ST,"['34.0174', '-118.2494']",34.0174,-118.2494,possession marijuana for sale
1100581,4557657,2016-01-21,1400.0,1,Central,192,49,M,H,16.0,Narcotic Drug Laws,F,11358HS,unlawfully plant/cultivate/etc marijuana,1400 S  FLOWER                       ST,,"['34.0388', '-118.2676']",34.0388,-118.2676,unlawfully plant/cultivate/etc marijuana
1100606,4557753,2016-01-21,2020.0,9,Van Nuys,985,43,M,W,16.0,Narcotic Drug Laws,F,11358HS,unlawfully plant/cultivate/etc marijuana,COSTELLO                     AV,VENTURA                      BL,"['34.149', '-118.4371']",34.149,-118.4371,unlawfully plant/cultivate/etc marijuana
1100639,4556721,2016-01-20,2200.0,14,Pacific,1468,19,M,H,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,4800    MARIONWOOD                   DR,,"['33.9942', '-118.4114']",33.9942,-118.4114,possession marijuana for sale
1100753,4559110,2016-01-22,1810.0,5,Harbor,529,22,M,H,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,E                            ST,AVALON                       ST,"['33.7753', '-118.2456']",33.7753,-118.2456,transport/sell/furnish/etc marijuana
1101055,4562558,2016-01-26,1750.0,4,Hollenbeck,437,25,M,H,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,4700    NORELLE                      ST,,"['34.072', '-118.183']",34.072,-118.183,possession marijuana for sale
1101123,4564433,2016-01-28,1445.0,6,Hollywood,648,34,M,B,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,5500    CARLTON                      WY,,"['34.1005', '-118.3093']",34.1005,-118.3093,possession marijuana for sale
1101421,4562408,2016-01-26,1630.0,6,Hollywood,636,22,M,B,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,CHEROKEE                     AV,HOLLYWOOD                    BL,"['34.1016', '-118.3348']",34.1016,-118.3348,possession marijuana for sale
1101499,4565098,2016-01-29,730.0,20,Olympic,2029,45,M,W,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,400 S  VIRGIL                       AV,,"['34.0667', '-118.2871']",34.0667,-118.2871,transport/sell/furnish/etc marijuana
1101573,4563245,2016-01-27,1550.0,14,Pacific,1412,32,M,B,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,NAVY                         ST,SPEEDWAY,"['33.996', '-118.4815']",33.996,-118.4815,transport/sell/furnish/etc marijuana
1101704,4562251,2016-01-26,1400.0,6,Hollywood,663,44,M,B,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,1200    ORANGE                       DR,,"['34.0926', '-118.3416']",34.0926,-118.3416,possession marijuana for sale
1101722,4563368,2016-01-27,1800.0,14,Pacific,1412,25,M,B,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,OCEAN FRONT                  WK,MARKET                       PL,"['33.9933', '-118.4765']",33.9933,-118.4765,transport/sell/furnish/etc marijuana
1101738,4564394,2016-01-28,1535.0,9,Van Nuys,933,33,M,B,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,BESSEMER                     ST,VAN NUYS                     BL,"['34.181', '-118.4487']",34.181,-118.4487,transport/sell/furnish/etc marijuana
1101745,4563347,2016-01-27,1650.0,14,Pacific,1412,43,M,W,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,700    OCEAN FRONT                  WK,,"['33.9933', '-118.4765']",33.9933,-118.4765,transport/sell/furnish/etc marijuana
1101754,4562337,2016-01-26,1550.0,1,Central,145,33,M,B,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,100 E  5TH                          ST,,"['34.0471', '-118.2474']",34.0471,-118.2474,transport/sell/furnish/etc marijuana
1101835,4563328,2016-01-27,1645.0,14,Pacific,1412,38,M,W,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,700    OCEAN FRONT                  WK,,"['33.9933', '-118.4765']",33.9933,-118.4765,transport/sell/furnish/etc marijuana
1101933,4562328,2016-01-26,1545.0,1,Central,154,50,M,B,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,5TH                          ST,BROADWAY,"['34.046', '-118.2493']",34.046,-118.2493,transport/sell/furnish/etc marijuana
1102013,4564372,2016-01-28,1500.0,19,Mission,1916,16,F,H,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,13000    BORDEN                       AV,,"['34.3061', '-118.4414']",34.3061,-118.4414,possession marijuana for sale
1102024,4564420,2016-01-28,1715.0,9,Van Nuys,923,33,F,H,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,KITTRIDGE                    ST,VAN NUYS                     BL,"['34.1907', '-118.4487']",34.1907,-118.4487,transport/sell/furnish/etc marijuana
1102064,4565767,2016-01-29,2045.0,16,Foothill,1684,26,M,H,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,8000    WEBB                         AV,,"['34.2157', '-118.3878']",34.2157,-118.3878,possession marijuana for sale
1102091,4565835,2016-01-29,2255.0,6,Hollywood,636,31,M,B,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,HOLLYWOOD                    BL,WHITLEY,"['34.1016', '-118.3333']",34.1016,-118.3333,possession marijuana for sale
1102174,4564400,2016-01-28,1530.0,9,Van Nuys,933,21,M,H,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,BESSEMER                     ST,VESPER                       AV,"['34.1809', '-118.4509']",34.1809,-118.4509,transport/sell/furnish/etc marijuana
1102179,4563380,2016-01-27,1800.0,14,Pacific,1431,21,M,W,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,MARKET                       ST,OCEAN FRONT                  WK,"['33.9875', '-118.4741']",33.9875,-118.4741,transport/sell/furnish/etc marijuana
1102186,4562449,2016-01-26,1635.0,16,Foothill,1655,21,F,W,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,11000    MCBROOM                      ST,,"['34.2602', '-118.3706']",34.2602,-118.3706,possession marijuana for sale
1102265,4564362,2016-01-28,1540.0,9,Van Nuys,933,17,M,H,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,VAN NUYS                     BL,BESSEMER                     ST,"['34.181', '-118.4487']",34.181,-118.4487,transport/sell/furnish/etc marijuana
1102272,4564367,2016-01-28,1500.0,19,Mission,1916,15,M,H,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,13000    BORDEN                       AV,,"['34.3061', '-118.4414']",34.3061,-118.4414,possession marijuana for sale
1102368,4566497,2016-01-30,1445.0,3,Southwest,393,20,F,B,16.0,Narcotic Drug Laws,M,11360(B)HS,give/transport/etc < 28.5 grams marijuana,CRENSHAW,STOCKER,"['34.0085', '-118.3351']",34.0085,-118.3351,give/transport/etc < 28.5 grams marijuana
1102369,4565172,2016-01-29,900.0,4,Hollenbeck,467,17,M,H,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,400 S  MATHEWS                      ST,,"['34.0401', '-118.2106']",34.0401,-118.2106,possession marijuana for sale
1102445,4568997,2016-02-02,1930.0,5,Harbor,566,37,M,B,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,1200 S  PALOS VERDES                 ST,,"['33.7333', '-118.2814']",33.7333,-118.2814,possession marijuana for sale
1102653,4571031,2016-02-04,2100.0,20,Olympic,2093,26,F,B,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,1800 S  WESTERN                      AV,,"['34.0383', '-118.309']",34.0383,-118.309,possession marijuana for sale
1102679,4570998,2016-02-04,2100.0,20,Olympic,2083,32,M,B,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,1800 S  WESTERN                      AV,,"['34.0418', '-118.309']",34.0418,-118.309,possession marijuana for sale
1102816,4570822,2016-02-04,1730.0,3,Southwest,378,35,M,B,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,MARTIN LUTHER KI,VERMONT,"['34.0146', '-118.2872']",34.0146,-118.2872,possession marijuana for sale
1102845,4569691,2016-02-03,1545.0,3,Southwest,392,27,M,B,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,4400    CRENSHAW                     BL,,"['34.0036', '-118.3319']",34.0036,-118.3319,possession marijuana for sale
1102883,4568103,2016-02-02,200.0,18,Southeast,1827,17,M,H,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,9700 W  BEACH                        ST,,"['33.9482', '-118.2419']",33.9482,-118.2419,transport/sell/furnish/etc marijuana
1102920,4569434,2016-02-03,1230.0,12,77th Street,1258,20,M,H,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,7600 S  BROADWAY,,"['33.9708', '-118.2783']",33.9708,-118.2783,transport/sell/furnish/etc marijuana
1102940,4570989,2016-02-04,2100.0,20,Olympic,2083,34,M,B,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,1800 S  WESTERN                      AV,,"['34.0418', '-118.309']",34.0418,-118.309,possession marijuana for sale
1103010,4569720,2016-02-03,1615.0,20,Olympic,2088,37,M,B,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,WASHINGTON,MAGNOLIA,"['34.0401', '-118.2864']",34.0401,-118.2864,possession marijuana for sale
1103115,4571104,2016-02-04,2100.0,20,Olympic,2083,27,M,B,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,1800 S  WESTERN                      AV,,"['34.0418', '-118.309']",34.0418,-118.309,possession marijuana for sale
1103140,4569868,2016-02-03,2120.0,16,Foothill,1611,28,M,B,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,CORNELIUS,DE GARMO,"['34.2808', '-118.4222']",34.2808,-118.4222,possession marijuana for sale
1103266,4567651,2016-02-01,900.0,5,Harbor,502,15,M,H,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,1300 W  182ND                        ST,,"['33.8684', '-118.2969']",33.8684,-118.2969,possession marijuana for sale
1103349,4569568,2016-02-03,1445.0,6,Hollywood,636,21,M,B,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,6600    HOLLYWOOD                    BL,,"['34.1034', '-118.3325']",34.1034,-118.3325,transport/sell/furnish/etc marijuana
1103367,4571039,2016-02-04,2100.0,20,Olympic,2093,26,F,B,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,1800 S  WESTERN                      AV,,"['34.0383', '-118.309']",34.0383,-118.309,transport/sell/furnish/etc marijuana
1103385,4568350,2016-02-02,1135.0,14,Pacific,1494,31,M,H,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,500    WORLD WAY                    WY,,"['33.942', '-118.4095']",33.942,-118.4095,possession marijuana for sale
1103427,4569697,2016-02-03,1545.0,3,Southwest,392,22,M,W,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,4400    CRENSHAW                     BL,,"['34.0036', '-118.3319']",34.0036,-118.3319,possession marijuana for sale
1103532,4567112,2016-01-31,1900.0,12,77th Street,1243,29,M,H,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,WESTERN,69TH                         ST,"['33.977', '-118.309']",33.977,-118.309,transport/sell/furnish/etc marijuana
1103600,4569662,2016-02-03,1555.0,6,Hollywood,646,18,M,H,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,6500    HOLLYWOOD                    BL,,"['34.1016', '-118.331']",34.1016,-118.331,transport/sell/furnish/etc marijuana
1103667,4570819,2016-02-04,1400.0,5,Harbor,566,26,M,W,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,6TH                          ST,UNK,"['33.7347', '-118.2842']",33.7347,-118.2842,possession marijuana for sale
1103697,4568030,2016-02-01,2330.0,7,Wilshire,787,31,M,B,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,CRENSHAW,WASHINGTON,"['34.0399', '-118.3328']",34.0399,-118.3328,possession marijuana for sale
1103747,4570903,2016-02-04,1400.0,5,Harbor,566,33,M,W,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,600 S  PACIFIC                      ST,,"['33.7345', '-118.2879']",33.7345,-118.2879,possession marijuana for sale
1103759,4569621,2016-02-03,1600.0,6,Hollywood,636,24,M,B,16.0,Narcotic Drug Laws,F,11360(A)HS,transport/sell/furnish/etc marijuana,6600    HOLLYWOOD                    BL,,"['34.1034', '-118.3325']",34.1034,-118.3325,transport/sell/furnish/etc marijuana
1103787,4568994,2016-02-02,2010.0,12,77th Street,1203,27,M,H,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,4900    CIMARRON                     ST,,"['33.9988', '-118.316']",33.9988,-118.316,possession marijuana for sale
1103909,4575262,2016-02-09,1235.0,10,West Valley,1024,69,M,W,16.0,Narcotic Drug Laws,F,11359HS,possession marijuana for sale,18500    SHERMAN                      WY,,"['34.2011', '-118.536']",34.2011,-118.536,possession marijuana for sale
1103991,4575042,2016-02-09,1420.0,12,77th Street,1268,30,M,H,16.0,Narcotic Drug Laws,F,11358HS,unlawfully plant/cultivate/etc marijuana,85TH,BROADWAY,"['33.9608', '-118.2782']",33.9608,-118.2782,unlawfully plant/cultivate/etc marijuana
